Unnamed: 0.1,Unnamed: 0,ID,COUN,COUN_MAP,SEX,AGE,RELI,PRAC,FOCC,MOCC,FIEL,EMOT,Field1,SIT,SEX_MAP,RELI_MAP,PRAC_MAP,FOCC_MAP,MOCC_MAP,FIEL_MAP,COUN_MAP.1,model_completion
2321,2373,2374,10,brazil,1,30,8,0,8.0,1.0,2.0,1.0,joy,I felt joy when I red my name in the list of the approved in the entrance college examination.,male,areligious,,self-employed nonacademic,housewife,social sciences,brazil,Joy
2322,2374,2375,10,brazil,1,30,8,0,8.0,1.0,2.0,2.0,fear,"I was visiting my parents in law when the house was invaded by three strange men, and they committed an armed assault.",male,areligious,,self-employed nonacademic,housewife,social sciences,brazil,Compassion.
2323,2375,2376,10,brazil,1,30,8,0,8.0,1.0,2.0,3.0,anger,"Nearby the end of the year my wife and I were having a car ride, when it appears another vehicle, driven by a drunk driver and provokes an accident.",male,areligious,,self-employed nonacademic,housewife,social sciences,brazil,Compassion
2324,2376,2377,10,brazil,2,24,2,2,6.0,1.0,7.0,1.0,joy,"To have a friend who I didn't see for months, and under the circumstances that I met him made me feel happy, and perhaps because it has been one of the good things that I learned with this friend.",female,catholic,not practising,white collar nonacademic,housewife,engineering,brazil,Joy
2325,2377,2378,10,brazil,2,24,2,2,6.0,1.0,7.0,2.0,fear,"When I left a carnaval ball at 4 o'clock a.m. I was alone in a foreign city and I had to go back home, when a guy appeared and tried to catch me.",female,catholic,not practising,white collar nonacademic,housewife,engineering,brazil,Fear
2326,2378,2379,10,brazil,2,24,2,2,6.0,1.0,7.0,3.0,anger,The fact that I hadn't been informed about something and I had the greatest trust in this person.,female,catholic,not practising,white collar nonacademic,housewife,engineering,brazil,Disappointment
2327,2379,2380,10,brazil,2,24,2,2,6.0,1.0,7.0,4.0,sadness,"A friend of mine lent me his apartment for holidays and besides this he was a fine person. Months later I knew that he died tragically in a moto accident. He was very young, and I felt sad and couldn't believe it (until today).",female,catholic,not practising,white collar nonacademic,housewife,engineering,brazil,Compassion
2328,2380,2381,10,brazil,2,24,2,2,6.0,1.0,7.0,5.0,disgust,In contact with a poor family of northeast it was offered to me a crab to eat at my request. But the fact that this crab was prepared antihygienically and his appearence was also antihygienically it caused me disgust but I ate it anyway.,female,catholic,not practising,white collar nonacademic,housewife,engineering,brazil,Compassion
2329,2381,2382,10,brazil,2,24,2,2,6.0,1.0,7.0,6.0,shame,It was my birthday and all the members of the group made me a surprise in a public place at 10 p.m. giving me flowers and suvenirs.,female,catholic,not practising,white collar nonacademic,housewife,engineering,brazil,Gratitude
2330,2382,2383,10,brazil,2,24,2,2,6.0,1.0,7.0,7.0,guilt,"Attending to a demand made by a client (I work in a bank) I suggested her an application of money in a week ahead, but I informed her wrongly. The client arrived a week after and the application wasn't made and she lost with this a lot of time and money.",female,catholic,not practising,white collar nonacademic,housewife,engineering,brazil,Regret
2331,2383,2384,10,brazil,2,22,2,0,8.0,1.0,9.0,1.0,joy,"When, after a long time of searching I got my first job.",female,catholic,,self-employed nonacademic,housewife,other,brazil,Gratitude
2332,2384,2385,10,brazil,2,22,2,0,8.0,1.0,9.0,2.0,fear,After some time of work I was transferred to another place and in an other quite harder job.,female,catholic,,self-employed nonacademic,housewife,other,brazil,Acceptance.
2333,2385,2386,10,brazil,2,22,2,0,8.0,1.0,9.0,3.0,anger,"When I used to go to my chief asking about any doubt about the job and he didn't care, didn't answer me, leaving me speaking alone.",female,catholic,,self-employed nonacademic,housewife,other,brazil,Frustration
2334,2386,2387,10,brazil,2,22,2,0,8.0,1.0,9.0,4.0,sadness,"When I knew that a person that I liked very much didn't react the way I would like to, even that I knew about his feelings for me.",female,catholic,,self-employed nonacademic,housewife,other,brazil,Acceptance.
2335,2387,2388,10,brazil,2,22,2,0,8.0,1.0,9.0,5.0,disgust,"When I knew that a person who I didn't like, had about me other feelings.",female,catholic,,self-employed nonacademic,housewife,other,brazil,Compassion.
2336,2388,2389,10,brazil,2,22,2,0,8.0,1.0,9.0,6.0,shame,"After lot of explanation, to fail in my work.",female,catholic,,self-employed nonacademic,housewife,other,brazil,Acceptance
2337,2389,2390,10,brazil,2,22,2,0,8.0,1.0,9.0,7.0,guilt,My brother and I were at home watching a TV program when I started to tease  him and in this joke I hurt him without knowing the seriousness of it I went on. He got angry and gave it back to me. At this moment I felt anger at him but knowing that it was my fault.,female,catholic,,self-employed nonacademic,housewife,other,brazil,Regret
2338,2390,2391,10,brazil,2,20,2,1,6.0,1.0,7.0,1.0,joy,When a person that I like very much got near to me.,female,catholic,practicing,white collar nonacademic,housewife,engineering,brazil,Joy
2339,2391,2392,10,brazil,2,20,2,1,6.0,1.0,7.0,2.0,fear,"I was at home alone, and heard noises on the roof, and doorknobs, and drawers.",female,catholic,practicing,white collar nonacademic,housewife,engineering,brazil,Curiosity
2340,2392,2393,10,brazil,2,20,2,1,6.0,1.0,7.0,3.0,anger,"When a person is privileged in account of situations that are unjust, and disloyal to colleagues and friends.",female,catholic,practicing,white collar nonacademic,housewife,engineering,brazil,Compassion.
2341,2393,2394,10,brazil,2,20,2,1,6.0,1.0,7.0,4.0,sadness,"When I was betrayed by a friend, and decided to stay apart form her.",female,catholic,practicing,white collar nonacademic,housewife,engineering,brazil,Compassion.
2342,2394,2395,10,brazil,2,20,2,1,6.0,1.0,7.0,5.0,disgust,After a serie of facts that occurred between a colleague and me I started to feel a certain necessity to get apart and I didn't want to see her anymore.,female,catholic,practicing,white collar nonacademic,housewife,engineering,brazil,Detachment
2343,2395,2396,10,brazil,2,20,2,1,6.0,1.0,7.0,6.0,shame,"I went to study in a public library but I didn't know it well. I got a book and wanted to study hearing music. Then I went to a place were I could do it, but when I passed by a door a bell rang and a man came saying that I couldn't leave with the book.",female,catholic,practicing,white collar nonacademic,housewife,engineering,brazil,Mindfulness
2344,2396,2397,10,brazil,2,20,2,1,6.0,1.0,7.0,7.0,guilt,I broke the gutar of a colleague but as it happened in a moment when nobody was present I could escape from the guilt.,female,catholic,practicing,white collar nonacademic,housewife,engineering,brazil,Regret
2345,2397,2398,10,brazil,2,31,2,2,2.0,1.0,3.0,1.0,joy,"I made the college entrance examinations for P.U.C. It was what I wanted more. When the first list came out I got frustrated. I wasn't in. When the second list came out without hopes I started to read the newspaper and my name was thre. I was in the bus and felt like crying so that everybody could hear me. The cry was hold, and 1982 became forever a mask in my life.",female,catholic,not practising,unemployed,housewife,languages,brazil,Relief
2346,2398,2399,10,brazil,2,31,2,2,2.0,1.0,3.0,2.0,fear,I remember when I was a child of a storm that made me terribly afraid. I thought that the house was coming down and that in the next day I would be dead. Everybody was awake and I stayed all night in bed without falling asleep.,female,catholic,not practising,unemployed,housewife,languages,brazil,Fear
2347,2399,2400,10,brazil,2,31,2,2,2.0,1.0,3.0,3.0,anger,Once in my work it happened a fight between the person in charge and me. I got so angry and spoke out everything I felt at the moment.,female,catholic,not practising,unemployed,housewife,languages,brazil,Anger
2348,2400,2401,10,brazil,2,31,2,2,2.0,1.0,3.0,4.0,sadness,"I remember the day my father died. I was 11 years old and my sadness was so great that until today I remember everything about that day, from the clothes I was wearing to the reactions of people, the despair of my mother and brother. It marked me a lot and was the greatest sadness I felt.",female,catholic,not practising,unemployed,housewife,languages,brazil,Compassion
2349,2401,2402,10,brazil,2,31,2,2,2.0,1.0,3.0,5.0,disgust,"I was sitting in school, waiting for my sister to go home. Suddenly a boy put fire in a paper and threw it were I was sitting. The paper didn't get me, but I felt terribly disgusted at this cowardliness and irresponsibility that caused a great discussion. We went to the director and he, drunk as always, said that I was ... attention in school. I felt disgust of this situation, and of the persons implicated in it.",female,catholic,not practising,unemployed,housewife,languages,brazil,Compassion
2350,2402,2403,10,brazil,2,31,2,2,2.0,1.0,3.0,6.0,shame,Some times I was ashamed of presenting seminaries or even to speak in class.,female,catholic,not practising,unemployed,housewife,languages,brazil,Embarrassment.
2351,2403,2404,10,brazil,2,31,2,2,2.0,1.0,3.0,7.0,guilt,"In adolescence I had a very violent fight with my sister I hold her stong in her neck, she had a throat surgery what make me feel guilty about the future reactions she might had injuring the surgery.",female,catholic,not practising,unemployed,housewife,languages,brazil,Regret
2352,2404,2405,10,brazil,2,23,2,2,8.0,6.0,3.0,1.0,joy,"The day I received the key of my apartment and we could enter in it, for my fiancT and I had bought it yet in plans, and it seemed to us that this was almost impossible to happen.",female,catholic,not practising,self-employed nonacademic,white collar nonacademic,languages,brazil,Gratitude
2353,2405,2406,10,brazil,2,23,2,2,8.0,6.0,3.0,2.0,fear,"I had a driver licence but I didn't drive for a long time, than I started to drive again, and had to get into hard transit and highways.",female,catholic,not practising,self-employed nonacademic,white collar nonacademic,languages,brazil,Anxiety
2354,2406,2407,10,brazil,2,23,2,2,8.0,6.0,3.0,3.0,anger,"When my boss cut off my vacations saying that in that month it wouldn't be possible, and after some time he let another girl take vacations that month. The anger was because of the resentment. Resulting from our bad relationship.",female,catholic,not practising,self-employed nonacademic,white collar nonacademic,languages,brazil,Resentment
2355,2407,2408,10,brazil,2,23,2,2,8.0,6.0,3.0,4.0,sadness,My fiancT's family was adopting a 5 years old boy. I felt myself close to him as I never felt before. After some time his mother demanded the care of the kid and we were obliged to send him back.,female,catholic,not practising,self-employed nonacademic,white collar nonacademic,languages,brazil,Compassion
2356,2408,2409,10,brazil,2,23,2,2,8.0,6.0,3.0,5.0,disgust,"There is a girl at my work that doesn't take care much of her hygiene she comes always with her hair oiled, a not very agreable smell, and a bad appearance. Beside this she tries to be nice.",female,catholic,not practising,self-employed nonacademic,white collar nonacademic,languages,brazil,Compassion
2357,2409,2410,10,brazil,2,23,2,2,8.0,6.0,3.0,6.0,shame,"A day I was with my boyfriend and a couple of friends in a bar, and he said something that I didn't like (I don't remember what). Without thinking I slept him in his back, getting ashamed and sorry just after.",female,catholic,not practising,self-employed nonacademic,white collar nonacademic,languages,brazil,Regret
2358,2410,2411,10,brazil,2,23,2,2,8.0,6.0,3.0,7.0,guilt,"When I was starting in romance with my husband, we went out to curt, and we stayed in the car making love. At the time I was seventeen and I was very immature until a day I lost my virginity.",female,catholic,not practising,self-employed nonacademic,white collar nonacademic,languages,brazil,Compassion
2359,2411,2412,10,brazil,2,19,2,2,5.0,7.0,3.0,1.0,joy,It was when a friend took me to a place and gave me as a gift my astrologycal map with the explanations of a psychologist.,female,catholic,not practising,blue collar trained,white collar academic,languages,brazil,Gratitude.
2360,2412,2413,10,brazil,2,19,2,2,5.0,7.0,3.0,2.0,fear,"When I was dreaming that I was being chased, in the upmost of horror the door of the closed felt down synchronicaly with the dream scare.",female,catholic,not practising,blue collar trained,white collar academic,languages,brazil,Fear
2361,2413,2414,10,brazil,2,19,2,2,5.0,7.0,3.0,3.0,anger,"When my mother slapped me in the face, I felt anger at that moment.",female,catholic,not practising,blue collar trained,white collar academic,languages,brazil,Anger
2362,2414,2415,10,brazil,2,19,2,2,5.0,7.0,3.0,4.0,sadness,When I deeply felt that I could lose the person I love best because of my foolishness.,female,catholic,not practising,blue collar trained,white collar academic,languages,brazil,Regret.
2363,2415,2416,10,brazil,2,19,2,2,5.0,7.0,3.0,5.0,disgust,I felt disgust toward meat when I felt sick with the steak after a week only on meat.,female,catholic,not practising,blue collar trained,white collar academic,languages,brazil,Aversion.
2364,2416,2417,10,brazil,2,19,2,2,5.0,7.0,3.0,6.0,shame,When I had to act alone a character for a public (40 people).,female,catholic,not practising,blue collar trained,white collar academic,languages,brazil,Mindfulness
2365,2417,2418,10,brazil,2,19,2,2,5.0,7.0,3.0,7.0,guilt,When I stared to much at a pastry that a woman was eating and at the same instant the pastry felt on the floor.,female,catholic,not practising,blue collar trained,white collar academic,languages,brazil,Compassion.
2366,2418,2419,10,brazil,2,26,2,2,8.0,1.0,7.0,1.0,joy,"In a day when at work, in school, and relationships came out as I wanted, and I was recognized in my work.",female,catholic,not practising,self-employed nonacademic,housewife,engineering,brazil,Gratitude
2367,2419,2420,10,brazil,2,26,2,2,8.0,1.0,7.0,2.0,fear,"When I woke up in the middle of the night because of a dream, it wasn't a nightmare, it was an uninteligible dream in wich I woke because of a certain end.",female,catholic,not practising,self-employed nonacademic,housewife,engineering,brazil,Curiosity.
2368,2420,2421,10,brazil,2,26,2,2,8.0,1.0,7.0,3.0,anger,When I was robbed in a bus.,female,catholic,not practising,self-employed nonacademic,housewife,engineering,brazil,Compassion
2369,2421,2422,10,brazil,2,26,2,2,8.0,1.0,7.0,4.0,sadness,When I try to get closer at a person and she misinterpreted me.,female,catholic,not practising,self-employed nonacademic,housewife,engineering,brazil,Compassion.
2370,2422,2423,10,brazil,2,26,2,2,8.0,1.0,7.0,5.0,disgust,When I felt the smell of industries that pollute.,female,catholic,not practising,self-employed nonacademic,housewife,engineering,brazil,Compassion
2371,2423,2424,10,brazil,2,26,2,2,8.0,1.0,7.0,6.0,shame,"When somebody I knew greeted me and started to talk with me and I didn't know, I couldn't remember who he was.",female,catholic,not practising,self-employed nonacademic,housewife,engineering,brazil,Curiosity
2372,2424,2425,10,brazil,2,26,2,2,8.0,1.0,7.0,7.0,guilt,When I unjustly accused a person of my family of something she didn't really do.,female,catholic,not practising,self-employed nonacademic,housewife,engineering,brazil,Regret
2373,2425,2426,10,brazil,2,20,8,0,7.0,8.0,1.0,1.0,joy,"I was travelling in the South of Brasil, near the end of the year. I was well settled with 3 friends. At the evening of 31 M., somebody, also with us, took from his purse pints of all colours, and the 4 of us, and other friends, that were at the same beach, painted each other and we went to the beach with champagne.",female,areligious,,white collar academic,self-employed nonacademic,psychology,brazil,Joy.
2374,2426,2427,10,brazil,2,20,8,0,7.0,8.0,1.0,2.0,fear,"I was walking from my friend's house, a few blocks from my house, when a car began to follow me. He waited I passed by it rotateed a little and stopped on my way. I changed completely my way and the car went on following me until I turned at a corner and running I hid in a garden of a house, waiting for the car to pass by. I went back home terribly afraid.",female,areligious,,white collar academic,self-employed nonacademic,psychology,brazil,Fear
2375,2427,2428,10,brazil,2,20,8,0,7.0,8.0,1.0,3.0,anger,"One day I lent my tennis I just had washed to my sister because she asked it. I asked her not to soil it as I had just washed it. Next day I looked at the tennis, and it was dirty with wax. She could not have soiled it. It was lack of consideration. I felt very angry.",female,areligious,,white collar academic,self-employed nonacademic,psychology,brazil,Disappointment
2376,2428,2429,10,brazil,2,20,8,0,7.0,8.0,1.0,4.0,sadness,The second time I went to the entrance exam to V.S.P. and didn't get approved.,female,areligious,,white collar academic,self-employed nonacademic,psychology,brazil,Acceptance
2377,2429,2430,10,brazil,2,20,8,0,7.0,8.0,1.0,5.0,disgust,"I was travelling, we were 15 person, one of them I met at the travel and didn't like her. One night I was asleep while she and her friends were talking too loud in the kitchen. I got up to ask for silence and since that day I felt constant disgust for her.",female,areligious,,white collar academic,self-employed nonacademic,psychology,brazil,Aversion
2378,2430,2431,10,brazil,2,20,8,0,7.0,8.0,1.0,6.0,shame,"I was working in I. when a friend of mine borrowed his car so I could get bach there, I had to come to S.Paulo and his car was here. He said :When you get the car tell my mother that you are only taking the car bacause I asked, for she doesn't like me to borrow it. Next day he borrowed me it again for I had to come back again. When I was coming back I crashed the car quite a lot. One of the first person I met at the accident was his mother, that said to me You weren't to take the car only yesterday ? (before I saw her I was already ashamed).",female,areligious,,white collar academic,self-employed nonacademic,psychology,brazil,Guilt
2379,2431,2432,10,brazil,2,20,8,0,7.0,8.0,1.0,7.0,guilt,"I had a date with a boy, but I didn't feel liked, and didn't go, I wasn't home purposely at the time we arranged.",female,areligious,,white collar academic,self-employed nonacademic,psychology,brazil,Disappointment.
2380,2432,2433,10,brazil,2,19,2,2,7.0,1.0,9.0,1.0,joy,"A friend of mine that is abroad undertook recently an axam to enter on University in Dallas, and was approved.",female,catholic,not practising,white collar academic,housewife,other,brazil,Joy
2381,2433,2434,10,brazil,2,19,2,2,7.0,1.0,9.0,2.0,fear,I felt afraid of losing somebody I love to another person because I was an incomprehensive person and lots of time I fight with this person.,female,catholic,not practising,white collar academic,housewife,other,brazil,Fear.
2382,2434,2435,10,brazil,2,19,2,2,7.0,1.0,9.0,3.0,anger,In certain occasion I have a fight with my boyfriend. During the fight I closed the door at his face. He went away but came back next day.,female,catholic,not practising,white collar academic,housewife,other,brazil,Regret
2383,2435,2436,10,brazil,2,19,2,2,7.0,1.0,9.0,4.0,sadness,"Last year, when I took the college entrance examinations I failed the FUVEST. It was for me the most frustrating situation because I had studied all year long, and only thought about this.",female,catholic,not practising,white collar academic,housewife,other,brazil,Disappointment.
2384,2436,2437,10,brazil,2,19,2,2,7.0,1.0,9.0,5.0,disgust,In a certain occasion I saw a dog in the street eating something so strange gooey that I wasn't able to eat lunch because I remembered the scene all the time.,female,catholic,not practising,white collar academic,housewife,other,brazil,Disgust.
2385,2437,2438,10,brazil,2,19,2,2,7.0,1.0,9.0,6.0,shame,"I had never made a malicious joke in front of my boyfriend. Last week I did it I was funny, he loved it, and I died of shame.",female,catholic,not practising,white collar academic,housewife,other,brazil,Embarrassment
2386,2438,2439,10,brazil,2,19,2,2,7.0,1.0,9.0,7.0,guilt,"When my parents fight lots of time, when I'm the reason of the fight, I feel guilty.",female,catholic,not practising,white collar academic,housewife,other,brazil,Guilt
2387,2439,2440,10,brazil,1,26,2,2,8.0,1.0,6.0,1.0,joy,When I knew about my first job.,male,catholic,not practising,self-employed nonacademic,housewife,natural science,brazil,Gratitude
2388,2440,2441,10,brazil,1,26,2,2,8.0,1.0,6.0,2.0,fear,When I was just to be divorced.,male,catholic,not practising,self-employed nonacademic,housewife,natural science,brazil,Compassion
2389,2441,2442,10,brazil,1,26,2,2,8.0,1.0,6.0,3.0,anger,My mother in law slept in my bed.,male,catholic,not practising,self-employed nonacademic,housewife,natural science,brazil,Acceptance
2390,2442,2443,10,brazil,2,19,2,1,7.0,7.0,2.0,2.0,fear,A terrible fight that I provoked with my friend.,female,catholic,practicing,white collar academic,white collar academic,social sciences,brazil,Regret
2391,2443,2444,10,brazil,2,19,2,1,7.0,7.0,2.0,3.0,anger,In the last year of the high school we had a huge fight between my group and the graduation commission (two students of my classroom) because they accused us unjustly of a gossip about them.,female,catholic,practicing,white collar academic,white collar academic,social sciences,brazil,Compassion
2392,2444,2445,10,brazil,2,19,2,1,7.0,7.0,2.0,4.0,sadness,When I was 10/11 years old my father travelled very much for his work (he passed three months away from home).,female,catholic,practicing,white collar academic,white collar academic,social sciences,brazil,Loneliness.
2393,2445,2446,10,brazil,2,19,2,1,7.0,7.0,2.0,5.0,disgust,I saw a film where snakes were crawling everywhere. I felt them crawling over all my body with that ... skins. The noise that they did disturbed me very much.,female,catholic,practicing,white collar academic,white collar academic,social sciences,brazil,Fear
2394,2446,2447,10,brazil,2,19,2,1,7.0,7.0,2.0,6.0,shame,In a play (secret friend) during the time of the high school I had to give a present to a boy and I was very ridiculous because of this.,female,catholic,practicing,white collar academic,white collar academic,social sciences,brazil,Compassion
2395,2447,2448,10,brazil,2,19,2,1,7.0,7.0,2.0,7.0,guilt,When I was a child I used to play with my cousin gushing wather to each other in front of the door of my house. One day we decided to gush with on a passing car. The driver stopped and went to discuss with my mother and my aunt that were there.,female,catholic,practicing,white collar academic,white collar academic,social sciences,brazil,Regret
2396,2448,2449,10,brazil,2,21,2,2,7.0,1.0,2.0,1.0,joy,When I got a small present form a person I like very much.,female,catholic,not practising,white collar academic,housewife,social sciences,brazil,Gratitude
2397,2449,2450,10,brazil,2,21,2,2,7.0,1.0,2.0,2.0,fear,"When a friend of mine discussed with me, I felt fear of losing her. This occurred because we had a missunderstanding between mutual colleagues.",female,catholic,not practising,white collar academic,housewife,social sciences,brazil,Attachment.
2398,2450,2451,10,brazil,2,21,2,2,7.0,1.0,2.0,3.0,anger,When a boy tried to fool me so he would be OK trying to show me that he is a gook boy.,female,catholic,not practising,white collar academic,housewife,social sciences,brazil,Compassion
2399,2451,2452,10,brazil,2,21,2,2,7.0,1.0,2.0,4.0,sadness,"In the 12/83 my boyfriend asked me to forget him, as it would be easy.",female,catholic,not practising,white collar academic,housewife,social sciences,brazil,Sadness
2400,2452,2453,10,brazil,2,21,2,2,7.0,1.0,2.0,5.0,disgust,When my oldest sister discovered that her boyfriend had another girl.,female,catholic,not practising,white collar academic,housewife,social sciences,brazil,Compassion
2401,2453,2454,10,brazil,2,21,2,2,7.0,1.0,2.0,6.0,shame,We where in a bar and my friend had a fight with some guys who were in the table aside.,female,catholic,not practising,white collar academic,housewife,social sciences,brazil,Compassion
2402,2454,2455,10,brazil,2,21,2,2,7.0,1.0,2.0,7.0,guilt,When I deny something to my sister and after a while I feel sorry and try to bypass the situation.,female,catholic,not practising,white collar academic,housewife,social sciences,brazil,Regret
2403,2455,2456,10,brazil,2,23,2,1,2.0,1.0,2.0,1.0,joy,When I saw my name in the newspaper and I knew that I entered at the University.,female,catholic,practicing,unemployed,housewife,social sciences,brazil,Gratitude
2404,2456,2457,10,brazil,2,23,2,1,2.0,1.0,2.0,2.0,fear,When my father died I felt myself alone and the fear possessed me. I was a child and all my sisters and brothers (8) were young.,female,catholic,practicing,unemployed,housewife,social sciences,brazil,Grief
2405,2457,2458,10,brazil,2,23,2,1,2.0,1.0,2.0,3.0,anger,I loved a person and he went away. It wasn't necessary that he left me to reach his goals.,female,catholic,practicing,unemployed,housewife,social sciences,brazil,Impermanence
2406,2458,2459,10,brazil,2,23,2,1,2.0,1.0,2.0,4.0,sadness,"A close friend travelled to another country. When I knew that he would only come back after many years, I felt very sad.",female,catholic,practicing,unemployed,housewife,social sciences,brazil,Sadness.
2407,2459,2460,10,brazil,2,23,2,1,2.0,1.0,2.0,5.0,disgust,When I watched a film about the problems of abandoned children (PIXOTE).,female,catholic,practicing,unemployed,housewife,social sciences,brazil,Compassion
2408,2460,2461,10,brazil,2,23,2,1,2.0,1.0,2.0,6.0,shame,"When I began to date, the first gestures of affection made me feel ashamed.Note: for GUILT go to record n¦231",female,catholic,practicing,unemployed,housewife,social sciences,brazil,Shame
2409,2461,2462,10,brazil,2,23,2,1,2.0,1.0,2.0,7.0,guilt,The day I decided to get out of my house I saw in my brother's eyes that they blamed me for the situaiton.,female,catholic,practicing,unemployed,housewife,social sciences,brazil,Compassion.
2410,2462,2463,10,brazil,2,18,2,1,6.0,1.0,2.0,1.0,joy,I had a friend who I didn't see for a long time. We had a relationship from much union and interaction. It was more that one year that I didn't see her. She appeared in my home and we talked.,female,catholic,practicing,white collar nonacademic,housewife,social sciences,brazil,Joy
2411,2463,2464,10,brazil,2,18,2,1,6.0,1.0,2.0,2.0,fear,I was sitting on the bus coming back from school. A man from nearly forty years sat beside me. After a while I looked at him and saw that he was looking at me with opened throusers and holding his penis.,female,catholic,practicing,white collar nonacademic,housewife,social sciences,brazil,Compassion
2412,2464,2465,10,brazil,2,18,2,1,6.0,1.0,2.0,3.0,anger,"My mother was ill and asked me to prpare our lunch. I went to do it, and while I was working, she stayed behind me telling what I had, or not to do. I asked her to stop meddling, and to go to bed. When I went to ask for help to my sister, my mother said that I was proud, that I asked for help only when I wanted and that I wasn't able to cook by myself.",female,catholic,practicing,white collar nonacademic,housewife,social sciences,brazil,Compassion
2413,2465,2466,10,brazil,2,18,2,1,6.0,1.0,2.0,4.0,sadness,When on Christmas day my grandmother died. I received the news when I was coming back from a party on the 24th at 5 am.,female,catholic,practicing,white collar nonacademic,housewife,social sciences,brazil,Sadness
2414,2466,2467,10,brazil,2,18,2,1,6.0,1.0,2.0,5.0,disgust,"The same event described under FEAR - in the bus a man sat beside me, with his trousers open and holding his penis.",female,catholic,practicing,white collar nonacademic,housewife,social sciences,brazil,Compassion
2415,2467,2468,10,brazil,2,18,2,1,6.0,1.0,2.0,6.0,shame,When I went to a halloween party and had to walk through a shopping center dressed like a witch.,female,catholic,practicing,white collar nonacademic,housewife,social sciences,brazil,Amusement
2416,2468,2469,10,brazil,2,18,2,1,6.0,1.0,2.0,7.0,guilt,"I had parked in a corner, and when I was going out I didn't watch if another car was coming and went out. The car that was coming was obliged to stop suddenly. It didn't crash but for a little.",female,catholic,practicing,white collar nonacademic,housewife,social sciences,brazil,Mindfulness
2417,2469,2470,10,brazil,1,27,2,2,8.0,1.0,3.0,1.0,joy,When I got a record as a gift from a friend.,male,catholic,not practising,self-employed nonacademic,housewife,languages,brazil,Gratitude
2418,2470,2471,10,brazil,1,27,2,2,8.0,1.0,3.0,2.0,fear,"Once when I crossed the street, and was nearly trampled by a car.",male,catholic,not practising,self-employed nonacademic,housewife,languages,brazil,Mindfulness
2419,2471,2472,10,brazil,1,27,2,2,8.0,1.0,3.0,3.0,anger,A girl entered in the division where I work and greeted everybody but not me.,male,catholic,not practising,self-employed nonacademic,housewife,languages,brazil,Compassion.
2420,2472,2473,10,brazil,1,27,2,2,8.0,1.0,3.0,4.0,sadness,A dear friend was removed from the division whre I work.,male,catholic,not practising,self-employed nonacademic,housewife,languages,brazil,Compassion
2421,2473,2474,10,brazil,1,27,2,2,8.0,1.0,3.0,5.0,disgust,When somebody despised a friend of mine.,male,catholic,not practising,self-employed nonacademic,housewife,languages,brazil,Compassion
2422,2474,2475,10,brazil,1,27,2,2,8.0,1.0,3.0,6.0,shame,When a friend told me a story and I stayed dumb because I had no story to tell.,male,catholic,not practising,self-employed nonacademic,housewife,languages,brazil,Contentment
2423,2475,2476,10,brazil,1,27,2,2,8.0,1.0,3.0,7.0,guilt,"When I slapped a nephew who did something that I considered wrong, and I was reprehended for this.",male,catholic,not practising,self-employed nonacademic,housewife,languages,brazil,Regret
2424,2476,2477,10,brazil,2,28,2,2,5.0,1.0,3.0,1.0,joy,"I wanted to go out to walk but I didn't know either where or with whom, suddenly an invitation appeared.",female,catholic,not practising,blue collar trained,housewife,languages,brazil,Gratitude
2425,2477,2478,10,brazil,2,28,2,2,5.0,1.0,3.0,2.0,fear,"Passing (by car) over a bridge where only one car could pass. There was a precipice on both sides, no protection grilles, and the bridge was completely muddled.",female,catholic,not practising,blue collar trained,housewife,languages,brazil,Mindfulness
2426,2478,2479,10,brazil,2,28,2,2,5.0,1.0,3.0,3.0,anger,When my chief accused me of an error that I hadn't made.,female,catholic,not practising,blue collar trained,housewife,languages,brazil,Compassion
2427,2479,2480,10,brazil,2,28,2,2,5.0,1.0,3.0,4.0,sadness,When I knew about my sister's in law finacial situation and what she was facing.,female,catholic,not practising,blue collar trained,housewife,languages,brazil,Compassion
2428,2480,2481,10,brazil,2,28,2,2,5.0,1.0,3.0,5.0,disgust,To see damaged lettuce (with worms) in the icebox.,female,catholic,not practising,blue collar trained,housewife,languages,brazil,Compassion
2429,2481,2482,10,brazil,2,28,2,2,5.0,1.0,3.0,6.0,shame,When a group of friends began to make critics about me.,female,catholic,not practising,blue collar trained,housewife,languages,brazil,Compassion.
2430,2482,2483,10,brazil,2,28,2,2,5.0,1.0,3.0,7.0,guilt,When I knew that my niece did a bad schoolar examination because I couldn't explain her the lesson.,female,catholic,not practising,blue collar trained,housewife,languages,brazil,Compassion.
2431,2483,2484,10,brazil,2,18,2,2,7.0,6.0,5.0,1.0,joy,"I felt a great joy when I knew that my father was going to sell the apartment from GUARUSA, because in some way we were helded by it, that means that we didn't go to any other place, because we had the apartment.",female,catholic,not practising,white collar academic,white collar nonacademic,law,brazil,Relief
2432,2484,2485,10,brazil,2,18,2,2,7.0,6.0,5.0,2.0,fear,"The day that there was a black-out in the city, and I was in an exposition, I felt fear that something more serious was happening, like a revolution for example.",female,catholic,not practising,white collar academic,white collar nonacademic,law,brazil,Fear
2433,2485,2486,10,brazil,2,18,2,2,7.0,6.0,5.0,3.0,anger,"I don't use to lie to my parets about what I do, and the two times that I felt anger were when they doubted me I said that I was going to the club, and they didn't believe me because the day before they had met me at FLIPERAMA. I had the wish to kill them.",female,catholic,not practising,white collar academic,white collar nonacademic,law,brazil,Anger
